91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,11,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,91
91,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,91
91,11,11,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,11,11,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,11,11,91,11,11,11,11,11,11,11,11,11,11,11,11,11,91,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,91
91,11,11,91,11,11,11,11,11,11,11,11,11,11,11,11,11,91,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,91
91,11,11,91,11,11,11,11,11,11,11,11,71,71,71,11,11,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,11,11,91
91,11,11,91,11,11,91,91,91,91,11,11,71,71,71,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,11,11,11,71,71,71,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,11,11,11,91,91,91,91,91,11,11,91,91,91,91,91,91,91,72,72,72,72,72,72,72,72,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,91,91,91,91,81,11,11,11,11,11,11,11,11,11,11,11,91,72,72,72,72,72,72,72,72,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,11,11,11,91,81,11,11,11,11,11,11,11,11,11,11,11,91,71,71,71,71,71,71,71,71,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,11,11,11,91,81,11,11,81,81,11,11,11,81,81,11,11,91,71,71,71,71,71,71,71,71,11,11,91,11,11,91
91,11,11,91,11,11,91,91,91,91,11,11,91,81,11,11,81,81,11,11,11,81,81,11,11,91,71,71,71,71,71,71,71,71,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,11,11,11,91,81,11,11,81,81,26,26,26,81,81,11,11,91,91,91,91,91,91,91,91,91,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,11,11,11,91,81,11,11,81,26,26,26,26,26,81,11,11,91,11,11,11,11,11,91,91,91,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,91,91,91,91,81,11,11,81,26,26,36,26,26,81,11,11,91,11,11,11,11,11,91,91,91,11,11,91,11,11,91
91,91,91,91,11,11,91,11,11,11,11,11,91,81,11,11,81,81,81,81,81,81,81,11,11,91,11,11,11,11,11,91,91,91,11,11,91,11,11,91
91,11,11,11,11,11,91,11,11,11,11,11,91,81,11,11,11,11,11,11,11,11,11,11,11,91,11,11,91,11,11,91,91,91,11,11,91,11,11,91
91,11,11,11,11,11,91,11,11,11,11,11,91,81,11,11,11,11,11,11,11,11,11,11,11,91,11,11,91,11,11,91,91,91,11,11,91,11,11,91
91,11,11,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,11,11,91,11,11,91,11,11,91,91,91,11,11,91,11,11,91
91,11,11,11,11,11,91,11,11,11,11,11,91,11,11,11,11,11,11,11,11,11,91,11,11,91,11,11,91,11,11,11,11,11,11,11,91,11,11,91
91,11,11,11,11,11,91,11,11,11,11,11,91,11,11,11,11,11,11,11,11,11,91,11,11,91,11,11,91,11,11,11,11,11,11,11,91,11,11,91
91,11,11,91,11,11,91,11,11,91,11,11,91,11,11,91,81,81,91,91,11,11,91,11,11,91,11,11,91,91,91,91,91,91,91,91,91,11,11,91
91,11,11,91,11,11,11,11,11,91,11,11,11,11,11,91,81,81,91,91,11,11,91,11,11,91,11,11,11,11,11,11,11,11,11,11,11,11,11,91
91,11,11,91,11,11,11,11,11,91,11,11,11,11,11,91,81,81,91,91,11,11,91,11,11,91,11,11,11,11,11,11,11,11,11,11,11,11,11,91
91,11,11,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,11,11,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,72,72,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,91
91,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,72,72,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,53,53,53,91,91
