91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,11,91,91,91,91,91,11,11,11,11,11,11,11,91
91,72,72,72,72,91,11,91,23,23,33,91,11,11,11,11,11,11,11,91
91,72,22,22,22,11,11,11,23,23,23,91,11,11,11,11,11,11,11,51
91,72,22,32,22,11,11,11,11,11,91,91,11,11,11,11,11,11,41,51
91,72,22,22,22,11,11,11,11,11,11,11,11,11,11,11,11,11,11,51
91,91,91,91,91,11,11,11,11,11,11,11,11,71,11,11,11,11,11,91
91,11,11,11,11,11,11,11,11,11,11,11,11,71,11,11,11,72,72,91
91,11,71,71,11,11,11,11,11,11,11,11,11,11,11,11,21,21,81,91
91,11,71,71,11,11,11,11,11,11,11,12,11,11,11,11,21,31,81,91
91,11,11,11,11,11,11,11,71,71,11,11,11,11,11,11,21,21,81,91
91,11,11,11,11,11,11,11,71,71,11,11,11,11,11,11,91,91,91,91
91,11,11,11,71,11,11,11,11,11,11,11,11,11,11,71,71,11,11,91
91,11,11,11,72,11,11,11,11,11,11,11,11,11,11,71,11,11,11,91
91,11,11,11,11,11,11,11,11,11,11,91,91,11,11,91,91,11,11,91
91,11,11,11,11,11,91,11,11,91,11,91,25,25,25,25,91,71,71,91
91,11,11,11,11,11,91,24,24,91,72,91,25,25,25,25,91,71,71,91
91,11,11,11,11,11,91,24,34,91,72,91,91,91,35,91,91,71,71,91
91,11,11,11,11,11,91,91,91,91,72,91,91,91,91,91,91,71,71,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
